Person1,Month1,day1,date1,value1,Person2,Month2,day2,date2,value2,ValueZ,Relationship
,,,,,,,,,,Success,
,,,,,,,,,,Challenge ,
,,,,,,,,,,Safe,
,,,,,,,,,,Bad,
,,,,,,,,,,Owing,
,,,,,,,,,,Support,
,,,,,,,,,,Close,
,,,,,,,,,,Near ,
,,,,,,,,,,Friend,
,,,,,,,,,,Success,
,,,,,,,,,,Challenge ,
,,,,,,,,,,Safe,
,,,,,,,,,,Bad,
,,,,,,,,,,Owing,
,,,,,,,,,,Support,
,,,,,,,,,,Close,
,,,,,,,,,,Near ,
,,,,,,,,,,Friend,
,,,,,,,,,,Success,
,,,,,,,,,,Challenge ,
,,,,,,,,,,Safe,
,,,,,,,,,,Bad,
,,,,,,,,,,Owing,
,,,,,,,,,,Support,
,,,,,,,,,,Close,
,,,,,,,,,,Near ,
,,,,,,,,,,Friend,
,,,,,,,,,,Success,
,,,,,,,,,,Challenge ,
,,,,,,,,,,Safe,
,,,,,,,,,,Bad,
,,,,,,,,,,Owing,
,,,,,,,,,,Support,
,,,,,,,,,,Close,
,,,,,,,,,,Near ,
,,,,,,,,,,Friend,
,,,,,,,,,,Success,
,,,,,,,,,,Challenge ,
,,,,,,,,,,Safe,
,,,,,,,,,,Bad,
,,,,,,,,,,Owing,
,,,,,,,,,,Support,
,,,,,,,,,,Close,
,,,,,,,,,,Near ,
,,,,,,,,,,Friend,
,,,,,,,,,,Success,
,,,,,,,,,,Challenge ,
,,,,,,,,,,Safe,
,,,,,,,,,,Bad,
,,,,,,,,,,Owing,
,,,,,,,,,,Support,
,,,,,,,,,,Close,
,,,,,,,,,,Near ,
,,,,,,,,,,Friend,
